id,industry,sub_industry,data_type,is_breakout,keywords,search_volume,city_name,cluster_number,added_at,data_source
748,healthcare,dental care,topic,FALSE,"Peppa Pig, Lake Saint Louis, Endodontics, Oakville, Tooth whitening, Bone, Dentist, Anesthesia, Ladue, Tooth, St. Louis Metropolitan Area, MetLife, Sedation dentistry, Rubber band, Crestwood, Anesthesia, Dentist, Clear aligners, Tooth whitening, St. Louis Pediatric Dentistry, Pediatric dentistry, Overbite, Clear aligners, Pediatric dentistry, Dentistry, Dentist, Clear aligners, Tooth whitening, Wentzville, Dentistry, Southern Illinois Pediatric Dentistry, Wentzville, Southern Illinois Pediatric Dentistry, Tooth, St. Louis Pediatric Dentistry, St. Louis Pediatric Dentistry, Sedation dentistry, Natural rubber, St. Louis South Oral, Mouthguard, St. Peters, Wentzville, Breese, Godfrey, Associated Pediatric Dentistry, Chain, Soft diet, Sedation, Soft diet, Ceramic, O'Fallon, United Health, Associated Pediatric Dentistry, Affordable Dentures, UnitedHealth Group Inc, Associated Pediatric Dentistry, Mouth, Pediatric Dentistry of Sunset Hills, Lake Saint Louis, Dentures, Festus, Sunset Hills, Sunset Hills, Pediatric Dentistry of Sunset Hills, Sunset Hills, Pediatric Dentistry of Sunset Hills, Tooth, Dentist, Chesterfield, O'Fallon, Skyview Pediatric Dentistry, Skyview Pediatric Dentistry, Des Peres, Skyview Pediatric Dentistry, Surgeon, Kids Smiles Pediatric Dentistry, Chesterfield, Kids Smiles Pediatric Dentistry, Des Peres, Surgeon, Ladue, Kids Smiles Pediatric Dentistry, Glen Carbon, Sedation, St. Louis South Oral, Oakville, Arnold, Cuivre Creek Pediatric Dentistry, St. Louis Pediatric Dentistry - Ladue, St. Louis Metropolitan Area, Glen Carbon, Ladue, All-on-4, Arnold, St. Louis Metropolitan Area, Dentures, All-on-4, Clinic, Pediatric dentistry, Lake Saint Louis, Oakville, Oakville, Sunny Shore Pediatric Dentistry of Lake St. Louis, Knee, Orthodontics, Rubber band, All-on-4, Retainer, Screw, Natural rubber, Knee, Bridge, Retainer, Dentures, Retainer, Knee, Rubber band, Wire, Natural rubber, Overbite, Veneer, New York, Chain",7288,St Louis,1,26:38.0,Google Trends
749,healthcare,health insurance,topic,FALSE,"Anti-obesity medication, United States House of Representatives, Rick Scott, Regence, Bill, Income, April 1, First Choice Health, Point of sale, Regence BlueCross BlueShield of Oregon, Physical fitness, Warby Parker, Guardian Life, Life insurance, USAA, Apple Health for Kids, Health care, Federation, Cambia Health Solutions, Surgery, The Cigna Group, Regence BlueCross BlueShield of Oregon, Walmart, Regence, Aetna, High-deductible health plan, Optometrist, Health savings account, Wellcare, Single person, Pearle Vision, LensCrafters, Sunglasses, WellCare Health Plans, Social Security Administration, Taxable income, America's Best Contacts & Eyeglasses, Republican Party, AppleCare+, Tax cut, Paycheck, Walmart Vision & Glasses, Mehmet Oz, Medicaid, Disability insurance, Wellcare, WellCare Health Plans, Net investment, VSP Vision Care, Anthem, Healthcare Common Procedure Coding System, Preferred provider organization, Retirement, Primary care physician, MetLife, Kaiser Permanente, Annual enrollment, Washington Healthplanfinder, United Healthcare, The Cigna Group, Annual enrollment, Insurance, Health Insurance Portability and Accountability Act, Visual perception, Small Industry, Out-of-pocket expense, Supplemental Security Income, Blue Cross Blue Shield Association, Preferred provider organization, Health maintenance organization, Visionworks, MetLife, Secondary school, Visitor health insurance, School district, Assisted living, Physical examination, Lens, Molina Healthcare, Poverty, Coordinated care organization, Form 1095, Long-term care, Ambulance, Appeal, 1095, Eye care professional, Health savings account, Supplemental Nutrition Assistance Program, Kaiser, Gross income, Health maintenance organization, false, Aetna, Budget, Vision insurance, Vision insurance, Paycheck, Healthcare Common Procedure Coding System, Supplemental Nutrition Assistance Program, UnitedHealthcare Inc, Disability, Eye care professional, Eye examination, Hearing aid, Out-of-pocket expense, Domestic partnership, Emergency department, Glasses, Vision insurance, Partnership, Wellcare, Affordable Care Act, School district, Walmart, Teeth cleaning, Premera Blue Cross, Continuous glucose monitor, Out-of-pocket expense, Plan, Medical record, Continuous positive airway pressure, Medicaid, Prior authorization, Costco Vision Center, Health insurance, Medigap, United Healthcare, UnitedHealthcare Inc, Eye, Eye, UnitedHealth Group Inc, VSP Vision Care, Eye, VSP Vision Care, United Health, Humana, Humana, Dentistry, Costco Wholesale, Glasses, Costco Wholesale, Menstruation, Seattle Public Schools, Plan, Glasses, Eye examination, UnitedHealthcare Inc, United Healthcare, Costco Wholesale, AARP, Physical examination, AARP, Apple, Contact lens, Higher Education School, AARP, EyeMed Vision Care, LLC, Contact lens, Eye examination, Employee benefits, Costco Vision Center, Health insurance marketplace, EyeMed Vision Care, LLC, UnitedHealth Group, United Health, Income, UnitedHealthcare Inc, Washington Healthplanfinder, Form, Washington Healthplanfinder, Cigna, The Guardian Life Insurance Company of America, Guardian Life, Guardian Life, Employee, Summer, Health insurance marketplace, Income, Washington Healthplanfinder, Deductible, Income, Premera Blue Cross, Universal health care, Health insurance marketplace, Seattle Public Schools, Affordable Care Act, Washington Apple Health, Community college, Washington Apple Health, Washington Apple Health, Employee, Deductible",18936,Seattle,0,26:38.0,Google Trends
750,healthcare,health insurance,topic,FALSE,"Medicare Sustainable Growth Rate, Medicare Part A, Medicare Part B, Medicare Part A, Medicare Part D, Medicare, Medicare fraud, Medicare Part D, Medicare Advantage, Medicare Advantage, Medicare Part B, Medicare Part A, Centers for Medicare & Medicaid Services, Medicare Part D, Centers for Medicare & Medicaid Services, Medicare",1539,Seattle,1,26:38.0,Google Trends
751,healthcare,health insurance,topic,FALSE,"EyeMed Vision Care, LLC, Health Insurance Portability and Accountability Act, Medicare Sustainable Growth Rate, Medicare Advantage, Health, Fitness and Wellness, Medicare Part D, Health Alliance, Medicare Advantage, Medicare Part D, Medicare Part B, Insurance policy, Elevance Health, Health care, Medicare Part B, Vision insurance, Elevance Health, EyeMed Vision Care, LLC, Dental insurance, Vision insurance, Health policy, Vision insurance, The Guardian Life Insurance Company of America, Centers for Medicare & Medicaid Services, VSP Vision Care, VSP Vision Care, VSP Vision Care, Health insurance marketplace, Health insurance marketplace, Elevance Health, Medicare Part B, Guardian Life, Medicare Part A, Health insurance marketplace, Life, The Guardian Life Insurance Company of America, Medicare, Life, Life insurance, Medicare Part A",3252,St Louis,0,26:38.0,Google Trends
752,healthcare,health insurance,topic,FALSE,"Telemedicine, Primary care, Bill, Cataract, Lens, Pediatrics, Tooth decay, Root canal treatment, Nursing home, Inpatient care, Medicaid, 1040, expensive, Primary care, Rick Scott, MO HealthNet, Illinois Health Benefits Exchange, Old age, Plan, Delta Dental of Missouri, Primary care physician, Diagnosis code, Insulin, Remote work, LensCrafters, Cataract surgery, Blue Cross Blue Shield Association, employer, Choice, Menstruation, Retirement, Tirzepatide, Medical device, Government, Unemployment, MEDICA Group, Regulation, Aspen Dental, Hearing aid, Humana, HealthCare.gov, Adjusted gross income, Wheelchair, Durable Medical Equipment, United Healthcare, necessary, Regulation, Menstruation, Tricare, Wellcare, Walmart Vision & Glasses, Cataract surgery, Medical prescription, Annual enrollment, Walmart Vision & Glasses, Inpatient care, Liquid-crystal display, Screening, Hospice, Annual enrollment, Annual enrollment, Preventive healthcare, UnitedHealthcare Inc, Payroll, Eye, Formulary, EyeMed, Cost, Employee benefits, UnitedHealth Group Inc, Eye, Eye examination, Medigap, Visual perception, Income, Deductible, School, Plan, Preferred provider organization, Income, Health maintenance organization, UnitedHealthcare Inc, United Healthcare, School, School, Aetna, Medigap, United Healthcare, Plan, Glasses, Walmart, Eye examination, Eye care professional, Walmart, San Diego, Walmart Vision & Glasses, United Health, UnitedHealth Group, Social Security, Social Security, Clarkson Eyecare, EyeMed, Contact lens, Social Security, Anthem, Cigna, MetLife, Menstruation, Health maintenance organization, Preferred provider organization, Social Security Administration, Physical examination, Tax deduction, Employee, Preferred provider organization, Physical examination, Deductible, Income, Tax deduction, Wisdom tooth, Employee, Deductible, Medicaid, Tax deduction, employer, Retirement, Social Security Administration, Self-employment",15147,St Louis,1,26:38.0,Google Trends
802,healthcare,pharmaceuticals,query,TRUE,"precision medical groups vision for personalized medicine, precision medical groups vision for personalized medicine, fda flu vaccines, iowa vaccines, guanfacine side effects, postal prescriptions, valsartan, spironolactone, old dominion, mennonites and vaccines, naltrexone, kaiser permanente",,Seattle,0,26:38.0,Google Trends
803,healthcare,pharmaceuticals,query,TRUE,"mist pharmaceuticals stock, acadia pharmaceuticals, recursion pharmaceuticals, archer aviation stock, jazz pharmaceuticals stock, phathom pharmaceuticals, bbai stock, tarsus pharmaceuticals, tonix pharmaceuticals stock price, amd stock, vertex pharmaceuticals stock price, aveo pharmaceuticals",,Seattle,1,26:38.0,Google Trends
822,technology,e-commerce,query,TRUE,poshmark,,Seattle,1,26:38.0,Google Trends
753,healthcare,mental health,topic,FALSE,"Talking therapies, Massage therapy, Suicide, Eye movement desensitization and reprocessing, Crisis hotline, Insurance, Outpatient department, Risk | Brilliant Math & Science Wiki, Thought, Massage, Brain, Ethics, Emergency, Youth, Training, Massage, Life, Business, Medicine, Coping, Well-being, Consent, Addiction, Behavior therapy, Addiction, Borderline personality disorder, Behavior, Community, Pharmaceutical drug, Social, Company, Inpatient care, Symptom, Emotion, Family, Couple, Family, Androgen replacement therapy, used, Red, Family therapy, Family therapy, Family therapy, Self-esteem, Red, Mobile app, Major depressive disorder, Substance abuse, Medicaid, Anxiety, Exercise, Depression, Cognitive behavioral therapy, Substance abuse, Depression, Depression, Mobile app, Psychiatrist, University, Depression, Substance abuse, Mobile app, Psychiatrist, University, Substance abuse, other, Fear, Signs and symptoms, Compulsive behavior, Talking therapies, Cognition, other, Cognition, Awareness, Bipolar disorder, Phobia, Kaiser Permanente, Drug rehabilitation, Drug rehabilitation, Social anxiety disorder, Major depressive disorder, Cognitive behavioral therapy, Transcranial magnetic stimulation, Retreat, Red, Workplace, Attention deficit hyperactivity disorder, Anxiety disorder, Testosterone, Ketamine, Testosterone, Obsessive–compulsive disorder, Thought, Ketamine, Professional, Generalized anxiety disorder, connect, ex-serviceman, connect, Massage, Homelessness, Seattle Children's, Awareness, Master's Degree, Certification, Master's Degree, Media, Society, Drug rehabilitation, Drug rehabilitation, Abuse, Abuse, Abuse, Community, Social stigma, ex-serviceman, Intimate relationship, BetterHelp, Talking therapies, Social media, Physical therapy, Physical therapy, Speech–language pathology, Abuse, Child, Child, Course, Course, Physical therapy, Occupational Therapy, Occupational Therapy, Anxiety disorder, Higher Education School, Family, Anxiety disorder, Spokane, Physical therapy, Talking therapies, Social anxiety disorder, Training, Behavior, Speech–language pathology, Pharmaceutical drug, Major depressive disorder, Major depressive disorder, Obsessive–compulsive disorder, Seasonal affective disorder, Light, Child, U.S. County, BetterHelp, Generalized anxiety disorder, Light therapy, Suicide, Light therapy, U.S. County, Signs and symptoms, Speech, Couple, Ketamine, Compulsive behavior, Electroconvulsive therapy, Course, Pressure, Panic, Compulsive behavior, Social anxiety disorder, Pressure, Panic, Social anxiety disorder, Hospital, Panic, Schizophrenia, Crisis, Electroconvulsive therapy, Electroconvulsive therapy, Drug, Adult, Inpatient care, Psychiatric hospital, Media, Social media, Social media, Psychiatric hospital, Crisis",15303,Seattle,0,26:38.0,Google Trends
754,healthcare,mental health,topic,FALSE,"Mental health, Mental health, Online game, Optimum Mental Health Services, Mental health counselor, SOUND Behavioral Health, Counseling psychology, Men's mental health, Serenity Counseling Services, Counseling Services For Wellbeing, Online counseling, Serenity Counseling Services, Online counseling, Mental health, Online counseling, Mental Health Awareness Month, Counseling Services For Wellbeing, Mental disorder, Men's mental health, Counseling, Kitsap Mental Health Services, Psychology, NEW ERA MENTAL HEALTH PLLC, Counseling psychology, Counseling, Counseling Services For Wellbeing, Counseling psychology, Counseling psychology, Men's mental health, Clinical Mental Health Counselor, Online counseling, Kitsap Mental Health Services, Counseling, Seattle Counseling Service, Mental health counselor, Mental disorder, Mental disorder, Kitsap County, Kitsap County, Columbia River Mental Health, Columbia River Mental Health Services, Mental disorder, Kitsap Mental Health Services, Sound Mental Health, Sound Mental Health",3257,Seattle,1,26:38.0,Google Trends
755,healthcare,mental health,topic,FALSE,"Anxiety disorder, National Alliance on Mental Illness, Ellie Mental Health, Mental health, Mental health, Manic Disorder, Anxiety, Men's mental health, Mental health nurse, Post-traumatic stress disorder, Major depressive disorder, Anxiety disorder, Anxiety, Anxiety, Health, Counseling psychology, Online counseling, Online counseling, Clinical Mental Health Counselor, Mental disorder, Psychology, Generalized anxiety disorder, Counseling psychology, Counseling, Mental health first aid, Substance use disorder, Online counseling, Counseling, Attention deficit hyperactivity disorder, Licensed professional counselor, Substance use disorder, Anxiety disorder, Licensed professional counselor, Counseling psychology, Social anxiety disorder, Major depressive disorder, Generalized anxiety disorder, Generalized anxiety disorder, Mental disorder, Obsessive–compulsive disorder, Mental disorder, Mental disorder, Mental health counselor, Mental health counselor, Mental health counselor, Mental health counselor, Anxiety, Psychology, Psychology, Mental Health Awareness Month",4013,St Louis,0,26:38.0,Google Trends
756,healthcare,mental health,topic,FALSE,"Robert F. Kennedy Jr., Occupational Therapy, Interpersonal relationship, BetterHelp, Panic, Well-being, increased, available, Intensive outpatient program, Organization, Master's Degree, Therapist, Certification, Disease, Therapy, Caregiver, Service, NAMI, Master's Degree, Coping, Feeling, Electric, Person, Psychological trauma, Resource, succeeding, Abuse, Nonprofit organization, Brain, Regulation, Grant, Master's Degree, Experience, Chemical substance, Behavior therapy, Evaluation, Schizophrenia, Cognition, ex-serviceman, Risk | Brilliant Math & Science Wiki, Diagnosis, Caregiver, Coping, Personality, Massage, Analysis, Goal, Depression, Drug rehabilitation, Mobile app, Psychiatrist, Course, Well-being, Theory, found, Course, Ketamine, Psychiatrist, Substance abuse, Mobile app, Psychiatrist, Anger, available, Behavior, Occupational Therapy, Phobia, Activity, Fear, Cause, Self-medication, Cognition, connect, Physical therapy, Drug rehabilitation, Abuse, Hospital, Employee, Student, Resource, Drug rehabilitation, Social media, Therapist, Family, social, Youth, Substance abuse, Abuse, Therapist, Social media, other, Light, Psychiatry, online, Suicide, Credit counseling, Credit, Talking therapies, Panic, Couple, Serotonin, BetterHelp, other, Panic attack, Certification, Light therapy, Behavior therapy, BetterHelp, Cognitive behavioral therapy, Talking therapies, Light, Home, Service, Occupational Therapy, Community, other, Media, Media, Education, Strategy, Social media, Media, Psychiatric hospital, Emotion, Inpatient care, Adult, Community, Suicide, Inpatient care, Social media, Psychiatric hospital, Disability, Suicide, Crisis, Psychiatric hospital, Psychiatry",14672,St Louis,1,26:38.0,Google Trends
757,healthcare,pharmaceuticals,topic,FALSE,"Mail, Randomized controlled trial, Pneumococcal conjugate vaccine, Zoster vaccine, Sound Pharmaceutical, Parkinson's disease, Pharmaceutical industry, Enzyme inhibitor, Inactivated vaccine, Meningococcal vaccine, Food & Drug Administration, Measles vaccine, Drug interaction, Autoimmune disease, Gastroesophageal reflux disease, Disease outbreak, Trial, Controlled substance, Glucagon-like peptide-1, Insulin, Drug withdrawal, Food and Drug Administration, Eyeglass prescription, Crohn's disease, CDC, Over-the-counter drug, Vaccine, Clinical trial, Power Clinical Trials, Medical prescription, Over-the-counter drug, Influenza vaccine, Clinical trial, Pharmaceutical drug, Insulin, Pharmaceutical industry, Over-the-counter drug, Vertex Pharmaceuticals, Vertex Pharmaceuticals, Vaccination of dogs, Hepatitis B vaccine, Influenza, MMR vaccine, Centers for Disease Control and Prevention, Vaccination, Mail, Eyeglass prescription, Glucagon-like peptide-1, Pneumococcal vaccine, Vaccination, Vertex Pharmaceuticals, COVID-19, COVID-19 vaccine, Nausea, COVID-19 vaccine, Antihypertensive, Research, COVID-19 vaccine, Custom Prescriptions, Prescription drug, Antihypertensive, MMR vaccine, Custom Prescriptions, Travel, MMR vaccine, Clinical research, Travel, Measles vaccine, Messenger RNA, Food and Drug Administration, RNA vaccine, Influenza, Messenger RNA, Nausea, Influenza, Chemical substance, Custom Prescriptions, RNA vaccine, Glucagon-like peptide-1, Vaccination of dogs, Vaccination, Food and Drug Administration, Centers for Disease Control and Prevention, CDC, Influenza vaccine",7311,Seattle,0,26:38.0,Google Trends
804,healthcare,pharmaceuticals,query,TRUE,"stock market, teva pharmaceuticals, madrigal pharmaceuticals, catalyst pharmaceuticals stock",,St Louis,0,26:38.0,Google Trends
805,healthcare,pharmaceuticals,query,TRUE,"abbvie clinical trials, iowa vaccines, clinical trials .gov, blood thinner medications, hib vaccine, common blood pressure medications, feb 28 economic blackout protest",,St Louis,1,26:38.0,Google Trends
806,healthcare,telehealth,query,TRUE,"medicare telehealth april 1, medicare ending telehealth, medicare telehealth coverage, medicare telehealth cut, is medicare no longer covering telehealth",,Seattle,0,26:38.0,Google Trends
807,healthcare,telehealth,query,TRUE,"telehealth band, telehealth changes 2025, informed delivery",,Seattle,1,26:38.0,Google Trends
758,healthcare,pharmaceuticals,topic,FALSE,"Coupon, Teaching, Weight loss, Candidiasis, Biotechnology, Yale University, Mood, Alcohol, Teaching, Anxiolytic, Kidney, Fluoxetine, Selective serotonin reuptake inhibitor, Ionis Pharmaceuticals, Tetanus, Pharmacist, PubMed, B cell, Whooping cough, Autoimmunity, Canine parvovirus, Tachycardia, Biohaven Pharmaceuticals Inc, Night, Sertraline, Cleveland Clinic, Recursion Pharmaceuticals, Camber Pharmaceuticals Inc, Tariff, Antihistamine, Combined oral contraceptive pill, Analysis, Borderline personality disorder, other, Nursing, Adjuvant, Adverse effect, Tissue, Headquarters, DNA, Urinary bladder, Chewy, Acadia Pharmaceuticals, Anthony Fauci, Tuberculosis, Optum, Hydroxyzine, Hi Tech Pharmaceuticals, Methylphenidate, Injection, Antibiotics, Blood Sugar, Bacteria, Anticholinergic, Stimulant, Guanfacine, Seizure, Stroke, Selective serotonin reuptake inhibitor, Enzyme, Alcohol, Estrogen, Measles, Levothyroxine, Pharmacy, Whooping cough, Spironolactone, Behavior, Adderall, Software, Alprazolam, Diuretic, Statin, Emergency department, Company, Vitamin D, Atomoxetine, Psychiatric medication, Escitalopram, Fred Meyer, Agonist, Product, Prednisone, Personalized medicine, Cost, Albuterol, Side effect, Amlodipine, Immunization, Pancreatic cancer, Personalized medicine, Hypnotic, Rite Aid, Potassium, Personalized medicine, Amazon Pharmacy, Funding, Teva Pharmaceuticals, Teva, Experiment, Lens, Analysis, Tirzepatide, Stock, Teva, Antidepressant, Chewy, expensive, Polio, Antipsychotic, Regeneron Pharmaceuticals, Gene, Teva Pharmaceuticals, Atomoxetine, Stock, Industry, Safeway, Hepatitis B, Risk | Brilliant Math & Science Wiki, Stock, Blood pressure, Company, Tonix Pharmaceuticals, Pharmacy, Share price, Pharmacy, Cancer, ClinicalTrials.gov, Infant, Share price, Jazz Pharmaceuticals, ClinicalTrials.gov, Jazz Pharmaceuticals, Share price, Infant, NASDAQ:MIST, Hypertension, Weight loss, Blood pressure, Measles, Infant, ClinicalTrials.gov, Medicine, Weight loss, Thyroid, Semaglutide, Anxiolytic, Bupropion, Walgreens, Dose, Measles, Delivery, Safeway Pharmacy, Adderall, Robert F. Kennedy Jr., Safeway, Sertraline, Buspirone, Hypertension, NIH, Patient, Semaglutide, Serotonin, Robert F. Kennedy Jr., Oncology, Dose, Safeway, Adult, Autistic Spectrum Disorders, Robert F. Kennedy Jr., Delivery, Pet, CVS, ADHD Medications, Ethics, Hepatitis B, succeeding, Allergy, Retatrutide, Immunity, Autism, Cholesterol, Puppy",22606,Seattle,1,26:38.0,Google Trends
759,healthcare,pharmaceuticals,topic,FALSE,"Tonix Pharmaceuticals, Vertex Pharmaceuticals, Measles vaccine, Teva Pharmaceuticals, Teva Pharmaceuticals, Jazz Pharmaceuticals, Teva Pharmaceuticals, Vanda Pharmaceuticals Inc., Messenger RNA, Acadia Pharmaceuticals, Measles, Supernus Pharmaceuticals, Vaccine, Influenza vaccine, Mallinckrodt, RNA vaccine, Hepatitis A, Hepatitis B vaccine, Avadel Pharmaceuticals, Vertex Pharmaceuticals, Recursion Pharmaceuticals, Avadel Pharmaceuticals, RNA vaccine, Mallinckrodt, Mallinckrodt Pharmaceuticals, Vertex Pharmaceuticals, Janssen Pharmaceuticals, Mallinckrodt Pharmaceuticals, Hi Tech Pharmaceuticals, Madrigal Pharmaceuticals, Cumberland Pharmaceuticals, Influenza, Measles, Rhythm Pharmaceuticals, MMR vaccine, Measles, Messenger RNA, Influenza, MMR vaccine, MMR vaccine, Measles vaccine, Influenza, Messenger RNA, Hepatitis B, Influenza vaccine, Hepatitis B, Influenza vaccine, RNA vaccine",3330,St Louis,0,26:38.0,Google Trends
760,healthcare,pharmaceuticals,topic,FALSE,"Albuterol, Manufacturing, Food and Drug Administration, Adderall, Acute disease, Injection, Atorvastatin, Schizophrenia, Product, Gastrointestinal tract, Allergy, UnitedHealth Group Inc, Mood, Autoimmune disease, HIV, Fear, Mood, Depression, Atrial Fibrillation, Major depressive disorder, Signs and symptoms, Sleep, Attention deficit hyperactivity disorder, Cost, Opioid, Glasses, Mouth, Individual, Vomiting, NIH, Lilly, Thyroid, Chronic Obstructive Pulmonary Disease, Dose, Major depressive disorder, Metformin, Cause, Pharmaceutical marketing, Fluoxetine, Lung, Disease outbreak, Market, Medicaid, Block, Costco Wholesale, Payment, Human papillomavirus infection, Weight loss, Cholesterol, Therapy, Syndrome, Cost, Over-the-counter drug, Clinical trial, Over-the-counter drug, Side effect, Clinical trial, Pharmaceutical industry, Side effect, Clinical trial, Pharmaceutical industry, Side effect, Controlled substance, Eye, Calcium, Vaccination schedule, Urine, ClinicalTrials.gov, Washington University in St. Louis, Vaccination, Autistic Spectrum Disorders, Antihypertensive, Hypertension, Eyeglass prescription, DNA, Semaglutide, Over-the-counter drug, Centers for Disease Control and Prevention, Tariff, Virus, Personalized medicine, Vaccination of dogs, Diagnosis, Puppy, Takeda Pharmaceutical Company, Walgreens, Stock, Stock, Stock, Pharmacy, Blood pressure, COVID-19, Infant, Hypertension, Blood pressure, Weight loss, COVID-19, Cancer, COVID-19 vaccine, ClinicalTrials.gov, COVID-19, Drug, ClinicalTrials.gov, COVID-19 vaccine, COVID-19 vaccine, Dose, Pain, Nurse, Attention deficit hyperactivity disorder, Walgreens Pharmacy, Robert F. Kennedy Jr., Autistic Spectrum Disorders, Pressure, Nurse, Thyroid, Sertraline, Migraine, CVS Health Corporation, Anti-obesity medication, Heart, Delivery, Robert F. Kennedy Jr., Sertraline, Robert F. Kennedy Jr., Vaccination, Centers for Disease Control and Prevention, Food & Drug Administration, Infection, Buspirone, Centers for Disease Control and Prevention, Lamotrigine, Autistic Spectrum Disorders, Clinical research, Weight loss, GoodRx, Heart, Autism, Autism, Immunity, Virus, Clinical research, Allergy, Bupropion, Food & Drug Administration, Food and Drug Administration, Alzheimer's disease, Clinical research, Glucagon-like peptide-1, Immunity, Nursing, Understanding, ICON PLC",15282,St Louis,1,26:38.0,Google Trends
761,healthcare,telehealth,topic,FALSE,"Donald Trump, Psychiatrist, Medicare, April, Sonographer, Part-time job, Indeed, Unlicensed assistive personnel, Ethics, Chronic condition, Medicaid, Revenue, Information, Science, Management, Language, Risk | Brilliant Math & Science Wiki, Psychiatric technician, Student, Data, First Tech Federal Credit Union, Reimbursement, Job, Telemedicine, Telemedicine, First Tech Federal Credit Union, Artificial intelligence, Therapist, Artificial intelligence, Telemedicine, Artificial intelligence, Data, Career, Online doctor, Strategy, Therapist, System, Zoom Communications, Teladoc, Laboratory, Industry, Radiology, Machine, UnitedHealth Group Inc, Certification, Remote work, University, Clinic, Regence BlueCross BlueShield of Oregon, Registered Nurse, Nurse, Radiographer, Healthcare industry, Industry, UnitedHealth Group Inc, Job, Healthcare industry, UnitedHealth Group Inc, Industry, Salary, School, Salary, Technician, Healthcare industry, used, Company, Career, Technician, Science, Magnetic resonance imaging, System, Career, Salary, Data, Radiology, Bias, Law, Job, Physician, Medicare, Patient, Stanford University, Privacy, Centers for Medicare & Medicaid Services, Remote work, Policy",9782,Seattle,0,26:38.0,Google Trends
762,healthcare,telehealth,topic,FALSE,"Technology, Urgent care center, Public health, Technology, Health care, Primary care, Primary care, Transgender health care, Technology company, Technology, Health technology, Health technology, Health technology, Health, Mental health, Health care, Urgent care center",1455,Seattle,1,26:38.0,Google Trends
763,healthcare,telehealth,topic,FALSE,"Health equity, Mental health, SSM Health, SSM Health Medical Group, Health, Mental health, SSM Health, Health, Health care, SSM Health, SSM Health Medical Group, Health technology, SSM Health, Mental health, Teladoc Health",1709,St Louis,0,26:38.0,Google Trends
764,healthcare,telehealth,topic,FALSE,"License, Technology, Nurse, Mercy, Pharmaceutical drug, Anthem, Company, Rural area, Certification, Medicaid, Job, Cigna, UnitedHealth Group Inc, Screening, Data, Telemedicine, Tricare, Online doctor, Telemedicine, Hospital, Telemedicine, Artificial intelligence, Medicine, Remote work, Artificial intelligence, Artificial intelligence, Medicare, UnitedHealthcare Inc, ICD-10, Job, Career, Pharmacy, Urinary tract infection, Ultrasonography, Technology, Technology, Radiographer, Clinic, Job, Higher Education School, Technician, Hospital, System, Salary, Career, Sonographer, Salary, Radiographer, Higher Education School, Physician, Pharmacy Technician, Science, Intelligence, Donald Trump, Data, Physician, Technician, Science, Patient, Psychiatric technician, Patient, Career, Unlicensed assistive personnel, Medicare, Job, Urgent care center, Nurse, Medical prescription, Insurance, Teladoc",5484,St Louis,1,26:38.0,Google Trends
765,healthcare,urgent care,topic,FALSE,"Mary Bridge Children's Urgent Care - Gig Harbor, Overlake Clinics Lake Hills Urgent Care, MultiCare Health System, Inc., Rapid Orthopedic Urgent Care - West Olympia, MultiCare Indigo Urgent Care - Seattle - Rainier Ave., Urgent care center, EvergreenHealth Urgent Care, Monroe, Carbon Health Urgent Care Lynnwood - Lynnwood Place, MultiCare Indigo Urgent Care - Shoreline, MultiCare West Tacoma Urgent Care, MultiCare Indigo Urgent Care - Marysville, Swedish Urgent Care - Factoria, UW Medicine Urgent Care at Issaquah, EvergreenHealth Urgent Care, Canyon Park, MultiCare Indigo Urgent Care - Kent, Tran Urgent Care & Wellness Centers, MultiCare Indigo Urgent Care - Seattle - Rainier Ave., Capital Pet Urgent Care, Overlake Clinics Issaquah Urgent Care, MultiCare Indigo Urgent Care - Kirkland, MultiCare, MultiCare Indigo Urgent Care - Kirkland, MultiCare, ZOOM+Care, Urgent Care | Kaiser Permanente Olympia Medical Center, Concentra Urgent Care, Swedish Urgent Care - Factoria, MultiCare Indigo Urgent Care - Gig Harbor - Borgen Blvd., EvergreenHealth Urgent Care, Canyon Park, ZOOM+Care, MultiCare Indigo Urgent Care - Marysville, MultiCare Indigo Urgent Care - Sammamish, MultiCare Indigo Urgent Care - Poulsbo, Overlake Clinics Redmond Urgent Care, MultiCare Health System, Inc., MultiCare Health System, Inc., Renton Landing Clinic - Urgent Care - Valley Medical Center, Gig Harbor, UW Medicine Urgent Care at Ravenna, Gig Harbor, Gig Harbor, Mary Bridge Children's Urgent Care - Gig Harbor, UW Medicine Urgent Care at Ravenna, MultiCare Indigo Urgent Care - Puyallup - Meridian & 152nd, Renton Landing Clinic - Urgent Care - Valley Medical Center, Swedish Urgent Care - Edmonds, Family Care Network - Urgent Care - Bellingham, Overlake Clinics Redmond Urgent Care, Mary Bridge Children's Urgent Care - Gig Harbor, Renton Landing Clinic - Urgent Care - Valley Medical Center, MultiCare Indigo Urgent Care - Puyallup - Meridian & 152nd, UW Medicine Urgent Care at Ballard",2785,Seattle,0,26:38.0,Google Trends
808,healthcare,telehealth,query,TRUE,telehealth that accepts medicaid,,St Louis,0,26:38.0,Google Trends
809,healthcare,telehealth,query,TRUE,is telehealth ending,,St Louis,2,26:38.0,Google Trends
