,id,industry,sub_industry,data_type,is_breakout,keywords,search_volume,city_name,cluster_number,added_at,data_source
69,560,healthcare,dental care,topic,FALSE,"Dental floss, Health insurance, Dental extraction, Oakville, Primary care, Tooth whitening, Dentist, Oakville Dental Care - Family Dentist in Oakville, St. Louis MO, Tooth, Dental insurance, Dental extraction, Emergency Dental Care, Urgent care center, Lake St. Louis Dental Care, Jungermann Dental Care, Sedation dentistry, Emergency, Tooth whitening, Dental braces, Dentist, Dentistry, Total Care Dental - Bridgeton, Pediatric dentistry, Dental braces, Emergency, Pediatric dentistry, St. Louis Pediatric Dentistry, Tooth whitening, Dental braces, Dentist, Dental extraction, Dentistry, Dental implant, Dental implant, Southern Illinois Pediatric Dentistry, Ballwin, Southern Illinois Pediatric Dentistry, Dental emergency, Tooth, St. Louis Pediatric Dentistry, St. Louis Pediatric Dentistry, Sedation dentistry, Ballwin Dental Care, Rehme Dental Care, Oakville Dental Care - Family Dentist in Oakville, St. Louis MO, Webster Dental Care, Dental emergency, Emergency, Rehme Dental Care, Associated Pediatric Dentistry, South County Complete Dental Care Dr. James Fetsch, DMD & Dr. Sara Alterman, DMD, Sedation, Linderhof Family Dental Care, Dental floss, Associated Pediatric Dentistry, Associated Pediatric Dentistry, Pediatric Dentistry of Sunset Hills, Ballas Dental Care, Ballwin, Dental emergency, Pediatric Dentistry of Sunset Hills, Pediatric Dentistry of Sunset Hills, Dentist, Tooth, Emergency Dental Care, Skyview Pediatric Dentistry, Skyview Pediatric Dentistry, Ballas Dental Care, Skyview Pediatric Dentistry, Kids Smiles Pediatric Dentistry, Ballas Dental Care, Dental insurance, Ballwin Dental Care, Kids Smiles Pediatric Dentistry, Ballwin Dental Care, Ballwin, Ballas Dental Care, Kids Smiles Pediatric Dentistry, Ballwin, Ballwin Dental Care, Sedation, South County Complete Dental Care Dr. James Fetsch, DMD & Dr. Sara Alterman, DMD, Oakville, Hawk Ridge Dental Care, St. Louis Pediatric Dentistry - Ladue, Cuivre Creek Pediatric Dentistry, Oakville, Oakville, Webster Dental Care, Pediatric dentistry, Sunny Shore Pediatric Dentistry of Lake St. Louis, St Louis dental implants, Dental school, St Louis dental implants, St. Louis County Periodontics and Dental Implants, St Louis dental implants, Lingual braces, Dental school",7529,St Louis,0,17:57.8,Google Trends
70,561,healthcare,dental care,topic,FALSE,"Peppa Pig, Lake Saint Louis, Endodontics, Bone, Anesthesia, Ladue, Bi-State Oral and Facial Surgery, St. Louis Metropolitan Area, MetLife, Rubber band, Archway Oral Surgery and Dental Implants, Anesthesia, Crestwood, Surgery, Wentzville, Surgery, Implant, Clear aligners, Clear aligners, Premier Institute of Oral & Facial Surgery, Implant, Implant, Clear aligners, Overbite, Gateway Oral & Maxillofacial Surgeons of St. Louis PC, Wentzville, MOSAIC- Maxillofacial Oral Surgery And Implant Center, Rolla Oral Surgery, Natural rubber, St. Louis South Oral, Mouthguard, St. Peters, Wentzville, Oral and maxillofacial surgery, Breese, Godfrey, Oral and maxillofacial surgery, Ceramic, St. Louis South Oral And Maxillofacial Surgery, Mid America Oral Surgery & Implant Center, Soft diet, Soft diet, Chain, United Health, Affordable Dentures, O'Fallon, UnitedHealth Group Inc, Mouth, St. Louis County Oral and Maxillofacial Surgery, St. Louis South Oral Surgery, Festus, Dentures, St. Louis South Oral Surgery, Rolla, Lake Saint Louis, Sunset Hills, Sunset Hills, Sunset Hills, Southwest Oral Surgery, Southwest Oral Surgery, Chesterfield, O'Fallon, Southwest Oral Surgery, Oral Facial Surgery Institute, Dental surgery, Midwest Oral & Maxillofacial Surgery, Des Peres, Midwest Oral & Maxillofacial Surgery, Oral Facial Surgery Institute, Midwest Oral & Maxillofacial Surgery, Dental surgery, Surgeon, Oral Facial Surgery Institute, Archway Oral Surgery and Dental Implants, Chesterfield, Dental surgery, Surgeon, Archway Oral Surgery and Dental Implants, Des Peres, Ladue, Glen Carbon, St. Louis South Oral, Oral hygiene, MOSAIC- Maxillofacial Oral Surgery And Implant Center, Mid America Oral Surgery & Implant Center, MOSAIC- Maxillofacial Oral Surgery And Implant Center, Arnold, St. Louis Metropolitan Area, Bi-State Oral and Facial Surgery, Premier Institute of Oral & Facial Surgery, Ladue, Glen Carbon, St. Louis Metropolitan Area, All-on-4, Dentures, All-on-4, Clinic, Arnold, Lake Saint Louis, Mid America Oral Surgery & Implant Center, Knee, Orthodontics, Rubber band, Screw, All-on-4, Retainer, Natural rubber, Knee, Bridge, Knee, Dentures, Retainer, Retainer, Rubber band, Wire, Natural rubber, Overbite, Veneer, New York, Chain",6112,St Louis,1,17:57.8,Google Trends
71,577,healthcare,telehealth,topic,FALSE,"Health equity, Mental health, SSM Health, SSM Health Medical Group, Health, Mental health, SSM Health, Health, Health care, SSM Health, SSM Health Medical Group, Health technology, SSM Health, Mental health, Teladoc Health",1709,St Louis,1,17:57.8,Google Trends
72,578,healthcare,urgent care,topic,FALSE,"Mary Bridge Children's Urgent Care - Gig Harbor, Overlake Clinics Lake Hills Urgent Care, Rapid Orthopedic Urgent Care - West Olympia, MultiCare Indigo Urgent Care - Seattle - Rainier Ave., Urgent care center, EvergreenHealth Urgent Care, Monroe, MultiCare Indigo Urgent Care - Shoreline, MultiCare West Tacoma Urgent Care, Factoria, Swedish Urgent Care - Factoria, EvergreenHealth Urgent Care, Canyon Park, UW Medicine Urgent Care at Issaquah, MultiCare Indigo Urgent Care - Marysville, Tran Urgent Care & Wellness Centers, MultiCare Indigo Urgent Care - Kent, MultiCare Indigo Urgent Care - Seattle - Rainier Ave., Capital Pet Urgent Care, Overlake Clinics Issaquah Urgent Care, MultiCare Indigo Urgent Care - Kirkland, MultiCare Indigo Urgent Care - Kirkland, Concentra Urgent Care, ZOOM+Care, Urgent Care | Kaiser Permanente Olympia Medical Center, EvergreenHealth Urgent Care, Canyon Park, Factoria, Swedish Urgent Care - Factoria, MultiCare Indigo Urgent Care - Gig Harbor - Borgen Blvd., MultiCare Indigo Urgent Care - Poulsbo, Overlake Clinics Redmond Urgent Care, ZOOM+Care, MultiCare Indigo Urgent Care - Sammamish, MultiCare Indigo Urgent Care - Marysville, Seattle Children's Urgent Care in Seattle, Seattle Children's Urgent Care in Seattle, Seattle Children's, Seattle Children's, Seattle Children's Urgent Care in Seattle, UW Medicine Urgent Care at Ravenna, Seattle Children's Hospital, Gig Harbor, Renton Landing Clinic - Urgent Care - Valley Medical Center, Gig Harbor, Gig Harbor, Mary Bridge Children's Urgent Care - Gig Harbor, UW Medicine Urgent Care at Ravenna, MultiCare Indigo Urgent Care - Puyallup - Meridian & 152nd, Renton Landing Clinic - Urgent Care - Valley Medical Center, Swedish Urgent Care - Edmonds, Family Care Network - Urgent Care - Bellingham, Overlake Clinics Redmond Urgent Care, Mary Bridge Children's Urgent Care - Gig Harbor, Renton Landing Clinic - Urgent Care - Valley Medical Center, MultiCare Indigo Urgent Care - Puyallup - Meridian & 152nd, UW Medicine Urgent Care at Ballard",2558,Seattle,0,17:57.8,Google Trends
73,632,technology,artificial intelligence,query,TRUE,"trump ai gaza, trump gaza ai video",,St Louis,1,17:57.8,Google Trends
74,562,healthcare,health insurance,topic,FALSE,"Anti-obesity medication, United States House of Representatives, Rick Scott, Regence, Bill, Income, April 1, First Choice Health, Point of sale, Warby Parker, Regence BlueCross BlueShield of Oregon, Physical fitness, USAA, Guardian Life, Life insurance, Apple Health for Kids, Health care, Federation, Cambia Health Solutions, Surgery, The Cigna Group, Walmart, Regence, Regence BlueCross BlueShield of Oregon, Aetna, High-deductible health plan, Optometrist, Health savings account, Wellcare, Single person, Pearle Vision, LensCrafters, Sunglasses, WellCare Health Plans, Taxable income, Social Security Administration, Republican Party, America's Best Contacts & Eyeglasses, AppleCare+, Tax cut, Paycheck, Walmart Vision & Glasses, Mehmet Oz, Disability insurance, Wellcare, WellCare Health Plans, Net investment, VSP Vision Care, Anthem, Healthcare Common Procedure Coding System, Preferred provider organization, Retirement, Primary care physician, MetLife, Kaiser Permanente, Annual enrollment, Washington Healthplanfinder, United Healthcare, The Cigna Group, Annual enrollment, Insurance, Health Insurance Portability and Accountability Act, Visual perception, Small Industry, Out-of-pocket expense, Supplemental Security Income, Blue Cross Blue Shield Association, Preferred provider organization, Health maintenance organization, Visionworks, MetLife, Secondary school, Visitor health insurance, School district, Assisted living, Physical examination, Lens, Molina Healthcare, Poverty, Coordinated care organization, Form 1095, Long-term care, Ambulance, Appeal, 1095, Eye care professional, Health savings account, Supplemental Nutrition Assistance Program, Kaiser, Gross income, Health maintenance organization, false, Aetna, Budget, Vision insurance, Vision insurance, Paycheck, Hearing aid, Glasses, Emergency department, Domestic partnership, Out-of-pocket expense, Healthcare Common Procedure Coding System, Eye examination, Disability, UnitedHealthcare Inc, Supplemental Nutrition Assistance Program, Eye care professional, Vision insurance, Teeth cleaning, Plan, Out-of-pocket expense, Continuous glucose monitor, Premera Blue Cross, School district, Walmart, Affordable Care Act, Wellcare, Partnership, Medical record, Continuous positive airway pressure, Prior authorization, Costco Vision Center, Health insurance, Medigap, UnitedHealthcare Inc, United Healthcare, Eye, Eye, UnitedHealth Group Inc, VSP Vision Care, Eye, VSP Vision Care, United Health, Humana, Humana, Dentistry, Costco Wholesale, Glasses, Plan, Seattle Public Schools, Costco Wholesale, Menstruation, Glasses, United Healthcare, Eye examination, UnitedHealthcare Inc, Costco Wholesale, Physical examination, Higher Education School, Contact lens, AARP, Apple, AARP, AARP, Health insurance marketplace, EyeMed Vision Care, LLC, Eye examination, Costco Vision Center, Employee benefits, United Health, Contact lens, EyeMed Vision Care, LLC, UnitedHealth Group, Form, UnitedHealthcare Inc, Income, Washington Healthplanfinder, Employee, Cigna, The Guardian Life Insurance Company of America, Guardian Life, Washington Healthplanfinder, Premera Blue Cross, Summer, Seattle Public Schools, Health insurance marketplace, Income, Washington Healthplanfinder, Deductible, Income, Universal health care, Health insurance marketplace, Guardian Life, Community college, Deductible, Washington Apple Health, Washington Apple Health, Washington Apple Health, Employee, Affordable Care Act",18766,Seattle,0,17:57.8,Google Trends
75,563,healthcare,health insurance,topic,FALSE,"Medicare Sustainable Growth Rate, Medicare Part A, Medicare Part B, Medicaid, Medicare Part A, Medicare Part D, Medicare Part D, Medicare Advantage, Medicare fraud, Medicare, Medicare Advantage, Medicare Part B, Medicare Part A, Centers for Medicare & Medicaid Services, Medicaid, Medicare Part D, Centers for Medicare & Medicaid Services, Medicare",1709,Seattle,1,17:57.8,Google Trends
76,564,healthcare,health insurance,topic,FALSE,"Telemedicine, Bill, Cataract, Lens, Pediatrics, Tooth decay, Root canal treatment, Nursing home, Medicaid, MO HealthNet, Health Insurance Portability and Accountability Act, Rick Scott, 1040, expensive, Illinois Health Benefits Exchange, Old age, Plan, Delta Dental of Missouri, Diagnosis code, Insulin, Remote work, LensCrafters, Cataract surgery, Health, Fitness and Wellness, Blue Cross Blue Shield Association, Health Alliance, employer, Choice, Menstruation, Retirement, Medical device, Government, Tirzepatide, Regulation, MEDICA Group, Unemployment, Aspen Dental, Hearing aid, Humana, HealthCare.gov, Adjusted gross income, Wheelchair, Durable Medical Equipment, United Healthcare, Elevance Health, Insurance policy, necessary, Regulation, Tricare, Health care, Menstruation, Wellcare, Walmart Vision & Glasses, Cataract surgery, Medical prescription, Annual enrollment, Walmart Vision & Glasses, Liquid-crystal display, Screening, Hospice, Annual enrollment, Annual enrollment, Preventive healthcare, EyeMed, Formulary, Eye, Payroll, UnitedHealthcare Inc, Employee benefits, Cost, Vision insurance, Eye, Eye examination, Medigap, Elevance Health, Dental insurance, Vision insurance, Visual perception, Deductible, Health policy, Income, Vision insurance, School, The Guardian Life Insurance Company of America, Plan, Preferred provider organization, Income, Health maintenance organization, United Healthcare, UnitedHealthcare Inc, School, School, Aetna, Medigap, United Healthcare, Plan, Walmart, Glasses, Health insurance marketplace, Eye examination, Health insurance marketplace, Walmart, San Diego, Walmart Vision & Glasses, United Health, Elevance Health, Clarkson Eyecare, EyeMed, Contact lens, MetLife, Guardian Life, Health maintenance organization, Anthem, Cigna, Menstruation, Employee, Health insurance marketplace, Preferred provider organization, Physical examination, Tax deduction, Preferred provider organization, Physical examination, Deductible, Employee, Life, Wisdom tooth, Tax deduction, Income, Medicaid, Deductible, The Guardian Life Insurance Company of America, Self-employment, Life insurance, Retirement, employer, Tax deduction, Life",14973,St Louis,0,17:57.8,Google Trends
77,565,healthcare,health insurance,topic,FALSE,"Primary care, Inpatient care, EyeMed Vision Care, LLC, Primary care, Medicare Sustainable Growth Rate, Primary care physician, Medicare Advantage, Medicare Part D, Medicare Advantage, Medicare Part D, Medicare Part B, Inpatient care, UnitedHealth Group Inc, Medicare Part B, EyeMed Vision Care, LLC, Centers for Medicare & Medicaid Services, VSP Vision Care, VSP Vision Care, VSP Vision Care, Eye care professional, Social Security, Social Security, Social Security, UnitedHealth Group, Medicare Part B, Medicare Part A, Social Security Administration, Medicare, Social Security Administration, Medicare Part A",3426,St Louis,1,17:57.8,Google Trends
78,566,healthcare,mental health,topic,FALSE,"Massage therapy, Mental health, Mental health, Behavior therapy, Borderline personality disorder, Behavior, Social, Optimum Mental Health Services, Mental health counselor, Family, Family therapy, Family therapy, Family, SOUND Behavioral Health, Family therapy, Androgen replacement therapy, Major depressive disorder, Anxiety, Cognitive behavioral therapy, Men's mental health, Mental health, Mental Health Awareness Month, Compulsive behavior, Bipolar disorder, Mental disorder, Kitsap Mental Health Services, Social anxiety disorder, Attention deficit hyperactivity disorder, Cognitive behavioral therapy, Anxiety disorder, Major depressive disorder, Obsessive–compulsive disorder, Men's mental health, NEW ERA MENTAL HEALTH PLLC, Generalized anxiety disorder, Men's mental health, Clinical Mental Health Counselor, Social stigma, Social media, Physical therapy, Physical therapy, Kitsap Mental Health Services, Physical therapy, Occupational Therapy, Occupational Therapy, Anxiety disorder, Mental health counselor, Family, Anxiety disorder, Physical therapy, Social anxiety disorder, Behavior, Mental disorder, Mental disorder, Seasonal affective disorder, Obsessive–compulsive disorder, Major depressive disorder, Major depressive disorder, Light therapy, Light therapy, Generalized anxiety disorder, Compulsive behavior, Electroconvulsive therapy, Columbia River Mental Health, Columbia River Mental Health Services, Social anxiety disorder, Compulsive behavior, Social anxiety disorder, Mental disorder, Electroconvulsive therapy, Electroconvulsive therapy, Kitsap Mental Health Services, Sound Mental Health, Social media, Social media, Sound Mental Health",4812,Seattle,0,17:57.8,Google Trends
79,567,healthcare,mental health,topic,FALSE,"Talking therapies, Suicide, Eye movement desensitization and reprocessing, Crisis hotline, Insurance, Outpatient department, Risk | Brilliant Math & Science Wiki, Online game, Thought, Massage, Brain, Ethics, Training, Youth, Emergency, Massage, Life, Business, Medicine, Coping, Consent, Well-being, Addiction, Addiction, Community, Pharmaceutical drug, Company, Inpatient care, Symptom, Emotion, Couple, Red, Counseling psychology, used, Red, Self-esteem, Substance abuse, Depression, Substance abuse, Counseling Services For Wellbeing, Medicaid, Exercise, Depression, Substance abuse, Serenity Counseling Services, Mobile app, Depression, Psychiatrist, Mobile app, Online counseling, University, Depression, Substance abuse, Serenity Counseling Services, Mobile app, Online counseling, University, Psychiatrist, Online counseling, other, Fear, Signs and symptoms, Talking therapies, Cognition, other, Cognition, Awareness, Counseling Services For Wellbeing, Phobia, Kaiser Permanente, Drug rehabilitation, Drug rehabilitation, Transcranial magnetic stimulation, Psychology, Retreat, Red, Counseling, Workplace, Ketamine, Ketamine, Testosterone, Thought, Testosterone, Professional, ex-serviceman, connect, Counseling psychology, Massage, Homelessness, connect, Awareness, Seattle Children's, Master's Degree, Certification, Master's Degree, Media, Society, Counseling, Drug rehabilitation, Drug rehabilitation, Counseling Services For Wellbeing, Abuse, Abuse, Abuse, Community, Counseling psychology, Counseling psychology, ex-serviceman, Intimate relationship, BetterHelp, Talking therapies, Online counseling, Speech–language pathology, Abuse, Counseling, Child, Child, Seattle Counseling Service, Course, Course, Higher Education School, Spokane, Talking therapies, Training, Speech–language pathology, Pharmaceutical drug, Light, Child, U.S. County, Suicide, U.S. County, BetterHelp, Speech, Ketamine, Couple, Signs and symptoms, Kitsap County, Panic, Pressure, Panic, Pressure, Kitsap County, Course, Panic, Hospital, Adult, Drug, Crisis, Schizophrenia, Inpatient care, Psychiatric hospital, Media, Psychiatric hospital, Crisis",13748,Seattle,1,17:57.8,Google Trends
80,598,technology,fintech,topic,FALSE,"Transaction account, Account, Bank, Bank, Wells Fargo, Bank account, Wells Fargo Bank, Bank Of Montreal, Bank account, Bank of America, Bank of America Financial Center, Bank of America Financial Center, Bank of America, Bank of America Financial Center, Bank of America, Account, Chase Bank, PNC Financial Services, Chase Bank, Chase Bank, JPMorgan Chase & Co, JPMorgan Chase & Co, JPMorgan Chase & Co, Wells Fargo, Wells Fargo Bank, Wells Fargo, Wells Fargo Bank, U.S. Bank Branch, Royal Bank of Canada, RBC Royal Bank, Royal Bank of Canada",1000,Seattle,0,17:57.8,Google Trends
81,633,technology,artificial intelligence,query,TRUE,amazon alexa ai,,St Louis,2,17:57.8,Google Trends
82,569,healthcare,mental health,topic,FALSE,"Robert F. Kennedy Jr., Occupational Therapy, Interpersonal relationship, BetterHelp, Panic, Well-being, Anxiety disorder, increased, available, Intensive outpatient program, Organization, Master's Degree, Disease, Therapy, Caregiver, Manic Disorder, NAMI, Service, Master's Degree, Feeling, Anxiety, Electric, Person, Psychological trauma, Regulation, Nonprofit organization, Brain, succeeding, Post-traumatic stress disorder, Master's Degree, Experience, Major depressive disorder, Grant, Schizophrenia, Evaluation, Behavior therapy, Caregiver, ex-serviceman, Risk | Brilliant Math & Science Wiki, Diagnosis, Personality, Analysis, Massage, Anxiety disorder, Goal, Ketamine, Mobile app, Psychiatrist, Course, Well-being, Theory, Anxiety, found, Depression, Online counseling, Counseling psychology, Psychiatrist, Course, Behavior, Mobile app, Psychiatrist, Anger, available, Anxiety, Online counseling, Occupational Therapy, Phobia, Activity, Psychology, Physical therapy, connect, Cause, Generalized anxiety disorder, Self-medication, Fear, Hospital, Employee, Student, Counseling psychology, Counseling, Youth, Family, Online counseling, other, Light, Psychiatry, online, Counseling, Attention deficit hyperactivity disorder, Credit counseling, Credit, Anxiety disorder, Panic, Counseling psychology, Social anxiety disorder, Couple, Major depressive disorder, Generalized anxiety disorder, Generalized anxiety disorder, Serotonin, BetterHelp, other, Behavior therapy, Light therapy, Obsessive–compulsive disorder, Panic attack, BetterHelp, Cognitive behavioral therapy, Light, Home, Service, Occupational Therapy, other, Community, Psychiatric hospital, Education, Strategy, Anxiety, Emotion, Adult, Community, Psychology, Psychiatric hospital, Disability, Psychology, Crisis, Psychiatric hospital, Psychiatry",14466,St Louis,1,17:57.8,Google Trends
83,570,healthcare,pharmaceuticals,topic,FALSE,"Coupon, Teaching, Weight loss, Candidiasis, Mail, Biotechnology, Yale University, Mood, Alcohol, Teaching, Anxiolytic, Randomized controlled trial, Kidney, Fluoxetine, Selective serotonin reuptake inhibitor, Ionis Pharmaceuticals, Tetanus, Pharmacist, PubMed, B cell, Whooping cough, Autoimmunity, Canine parvovirus, Sound Pharmaceutical, Tachycardia, Biohaven Pharmaceuticals Inc, Night, Sertraline, Cleveland Clinic, Enzyme inhibitor, Recursion Pharmaceuticals, Parkinson's disease, Tariff, Pharmaceutical industry, Analysis, Antihistamine, Camber Pharmaceuticals Inc, Combined oral contraceptive pill, other, Nursing, Adjuvant, Adverse effect, Borderline personality disorder, Headquarters, Tissue, DNA, Urinary bladder, Chewy, Acadia Pharmaceuticals, Hi Tech Pharmaceuticals, Methylphenidate, Hydroxyzine, Optum, Tuberculosis, Anthony Fauci, Antibiotics, Injection, Bacteria, Anticholinergic, Stimulant, Blood Sugar, Guanfacine, Seizure, Alcohol, Selective serotonin reuptake inhibitor, Stroke, Gastroesophageal reflux disease, Autoimmune disease, Enzyme, Estrogen, Levothyroxine, Disease outbreak, Pharmacy, Whooping cough, Spironolactone, Trial, Behavior, Statin, Software, Adderall, Alprazolam, Glucagon-like peptide-1, Diuretic, Controlled substance, Emergency department, Company, Vitamin D, Atomoxetine, Insulin, Psychiatric medication, Escitalopram, CDC, Crohn's disease, Fred Meyer, Agonist, Eyeglass prescription, Product, Clinical trial, Power Clinical Trials, Medical prescription, Albuterol, Cost, Personalized medicine, Prednisone, Clinical trial, Insulin, Pharmaceutical industry, Side effect, Amlodipine, Immunization, Vertex Pharmaceuticals, Personalized medicine, Pancreatic cancer, Potassium, Rite Aid, Hypnotic, Personalized medicine, Teva Pharmaceuticals, Vertex Pharmaceuticals, Amazon Pharmacy, Funding, Lens, Tirzepatide, Analysis, Vaccination of dogs, Experiment, Teva, Stock, expensive, Antipsychotic, Centers for Disease Control and Prevention, Vaccination, Polio, Teva, Chewy, Antidepressant, Eyeglass prescription, Atomoxetine, Glucagon-like peptide-1, Teva Pharmaceuticals, Mail, Gene, Regeneron Pharmaceuticals, Stock, Industry, Risk | Brilliant Math & Science Wiki, Stock, Safeway, Vaccination, Vertex Pharmaceuticals, Blood pressure, Pharmacy, Tonix Pharmaceuticals, Company, Share price, Cancer, Pharmacy, Nausea, ClinicalTrials.gov, Infant, Share price, NASDAQ:MIST, Infant, Research, Custom Prescriptions, Jazz Pharmaceuticals, ClinicalTrials.gov, Jazz Pharmaceuticals, Share price, Antihypertensive, Infant, Blood pressure, Antihypertensive, Hypertension, Weight loss, ClinicalTrials.gov, Medicine, Weight loss, Thyroid, Walgreens, Semaglutide, Anxiolytic, Bupropion, Custom Prescriptions, Robert F. Kennedy Jr., Delivery, Safeway Pharmacy, Adderall, Dose, Travel, Clinical research, Safeway, Buspirone, Hypertension, Travel, NIH, Sertraline, Patient, Chemical substance, Serotonin, Robert F. Kennedy Jr., Dose, Nausea, Semaglutide, Oncology, Custom Prescriptions, CVS, Adult, Pet, Autistic Spectrum Disorders, Delivery, Robert F. Kennedy Jr., Safeway, Immunity, CDC, Puppy, Centers for Disease Control and Prevention, Cholesterol, Autism, Allergy, Retatrutide, succeeding, Vaccination of dogs, Ethics, Glucagon-like peptide-1, ADHD Medications, Vaccination",26903,Seattle,0,17:57.8,Google Trends
84,571,healthcare,pharmaceuticals,topic,FALSE,"Pneumococcal conjugate vaccine, Zoster vaccine, Inactivated vaccine, Meningococcal vaccine, Food & Drug Administration, Measles vaccine, Drug interaction, Measles, Drug withdrawal, Over-the-counter drug, Food and Drug Administration, Pharmaceutical drug, Influenza vaccine, Vaccine, Over-the-counter drug, Over-the-counter drug, MMR vaccine, Influenza, Hepatitis B vaccine, Pneumococcal vaccine, Hepatitis B, COVID-19, COVID-19 vaccine, COVID-19 vaccine, COVID-19 vaccine, Prescription drug, Measles, MMR vaccine, Measles vaccine, MMR vaccine, Measles, Food and Drug Administration, Messenger RNA, RNA vaccine, Influenza, RNA vaccine, Messenger RNA, Influenza, Hepatitis B, Food and Drug Administration, Influenza vaccine",3014,Seattle,1,17:57.8,Google Trends
85,572,healthcare,pharmaceuticals,topic,FALSE,"Albuterol, Manufacturing, Food and Drug Administration, Adderall, Schizophrenia, Acute disease, Injection, Atorvastatin, Tonix Pharmaceuticals, Vertex Pharmaceuticals, Product, Gastrointestinal tract, Mood, HIV, Autoimmune disease, Fear, UnitedHealth Group Inc, Allergy, Mood, Depression, Atrial Fibrillation, Major depressive disorder, Signs and symptoms, Sleep, Teva Pharmaceuticals, Attention deficit hyperactivity disorder, Opioid, Cost, Teva Pharmaceuticals, Jazz Pharmaceuticals, Glasses, Teva Pharmaceuticals, Mouth, Individual, Vomiting, Lilly, NIH, Thyroid, Dose, Chronic Obstructive Pulmonary Disease, Vanda Pharmaceuticals Inc., Cause, Pharmaceutical marketing, Major depressive disorder, Metformin, Lung, Disease outbreak, Fluoxetine, Block, Medicaid, Market, Costco Wholesale, Payment, Human papillomavirus infection, Weight loss, Cholesterol, Therapy, Syndrome, Supernus Pharmaceuticals, Acadia Pharmaceuticals, Pharmaceutical industry, Pharmaceutical industry, Cost, Over-the-counter drug, Side effect, Over-the-counter drug, Side effect, Side effect, Calcium, Controlled substance, Eye, Urine, Vaccination schedule, Semaglutide, DNA, Eyeglass prescription, Hypertension, Antihypertensive, Vaccination, ClinicalTrials.gov, Mallinckrodt, Washington University in St. Louis, Over-the-counter drug, Avadel Pharmaceuticals, Virus, Tariff, Vertex Pharmaceuticals, Personalized medicine, Recursion Pharmaceuticals, Avadel Pharmaceuticals, Vaccination of dogs, Diagnosis, Puppy, Takeda Pharmaceutical Company, Walgreens, Mallinckrodt, Mallinckrodt Pharmaceuticals, Pharmacy, Blood pressure, Vertex Pharmaceuticals, Infant, Hypertension, Blood pressure, Janssen Pharmaceuticals, Weight loss, Mallinckrodt Pharmaceuticals, Cancer, Hi Tech Pharmaceuticals, ClinicalTrials.gov, Drug, ClinicalTrials.gov, Madrigal Pharmaceuticals, Dose, Pain, Attention deficit hyperactivity disorder, Nurse, Cumberland Pharmaceuticals, Walgreens Pharmacy, Rhythm Pharmaceuticals, Robert F. Kennedy Jr., Anti-obesity medication, Sertraline, Thyroid, Pressure, Migraine, Robert F. Kennedy Jr., CVS Health Corporation, Heart, Delivery, Nurse, Infection, Buspirone, Robert F. Kennedy Jr., Vaccination, Food & Drug Administration, Sertraline, Heart, Weight loss, GoodRx, Lamotrigine, Autism, Autism, Immunity, Virus, Allergy, Bupropion, Alzheimer's disease, Food and Drug Administration, Food & Drug Administration, Glucagon-like peptide-1, Immunity, Nursing, Understanding, ICON PLC",17017,St Louis,0,17:57.8,Google Trends
86,573,healthcare,pharmaceuticals,topic,FALSE,"Measles vaccine, Messenger RNA, Measles, Clinical trial, Clinical trial, Vaccine, Clinical trial, Influenza vaccine, RNA vaccine, Autistic Spectrum Disorders, Hepatitis A, Hepatitis B vaccine, Centers for Disease Control and Prevention, RNA vaccine, Stock, Stock, Stock, COVID-19, COVID-19 vaccine, COVID-19, COVID-19, COVID-19 vaccine, COVID-19 vaccine, Measles, Influenza, Autistic Spectrum Disorders, MMR vaccine, Centers for Disease Control and Prevention, Messenger RNA, Centers for Disease Control and Prevention, Influenza, Measles, MMR vaccine, Measles vaccine, Influenza, MMR vaccine, Autistic Spectrum Disorders, Messenger RNA, Clinical research, Hepatitis B, Clinical research, Influenza vaccine, Clinical research, Hepatitis B, Influenza vaccine, RNA vaccine",1595,St Louis,1,17:57.8,Google Trends
87,574,healthcare,telehealth,topic,FALSE,"Donald Trump, Psychiatrist, Medicare, April, Sonographer, Part-time job, Indeed, Unlicensed assistive personnel, Ethics, Chronic condition, Medicaid, Revenue, Information, Science, Management, Language, Risk | Brilliant Math & Science Wiki, Psychiatric technician, Student, Data, First Tech Federal Credit Union, Reimbursement, Job, Telemedicine, Telemedicine, First Tech Federal Credit Union, Artificial intelligence, Therapist, Artificial intelligence, Telemedicine, Artificial intelligence, Data, Career, Online doctor, Strategy, Therapist, System, Zoom Communications, Teladoc, Laboratory, Industry, Radiology, Machine, UnitedHealth Group Inc, Certification, Remote work, University, Clinic, Regence BlueCross BlueShield of Oregon, Registered Nurse, Nurse, Radiographer, Healthcare industry, Industry, UnitedHealth Group Inc, Job, Healthcare industry, UnitedHealth Group Inc, Industry, Salary, School, Salary, Technician, Healthcare industry, used, Company, Career, Technician, Science, Magnetic resonance imaging, System, Career, Salary, Data, Radiology, Bias, Law, Job, Physician, Medicare, Patient, Stanford University, Privacy, Centers for Medicare & Medicaid Services, Remote work, Policy",9782,Seattle,0,17:57.8,Google Trends
88,575,healthcare,telehealth,topic,FALSE,"Technology, Urgent care center, Public health, Technology, Health care, Primary care, Primary care, Transgender health care, Technology company, Technology, Health technology, Health technology, Health technology, Health, Mental health, Health care, Urgent care center",1455,Seattle,1,17:57.8,Google Trends
